"DATE","POS","NEG","OBJ","anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
"2020-01-10",0.152253129346314,0.244186369958276,0.472878998609179,0,0.0123226703755216,0,0.0225424200278164,0.0143699582753825,0.0356550764951321,0.0059749652294854,0.03778859527121
"2020-01-11",0.154137323943662,0.198397887323944,0.487676056338028,0,0.00583098591549296,0,0.0253661971830986,0.00956338028169014,0.0648380281690141,0.00164788732394366,0.0352605633802817
"2020-01-19",0.112469437652812,0.298557457212714,0.471882640586797,0,0.00810268948655257,0,0.0151295843520782,0.0246601466992665,0.0269682151589242,0.00993643031784841,0.0243814180929095
"2020-01-20",0.130148514851485,0.254338433843384,0.48019801980198,0,0.011040504050405,0,0.018999099909991,0.021037803780378,0.0236669666966697,0.00429612961296129,0.0410774077407741
"2020-01-21",0.10676047329709,0.226907579149344,0.48161176846818,0.000952350495682763,0.0117224176527023,0.000424688199552287,0.0212209785737128,0.0167368084425967,0.0179481931563799,0.00859417972497601,0.0499788935081548
"2020-01-22",0.116885050625372,0.228999404407385,0.482231486996228,0.00144292237442922,0.0125134008338297,0.000567401230891404,0.0245018860432797,0.0190057573952749,0.0235064522533254,0.00840540003970618,0.0441087949176097
"2020-01-23",0.122244020424617,0.21100510615426,0.476753560870734,0.000700349368449342,0.0104815909701693,4.62241332975007e-05,0.0219758129535071,0.0219983875302338,0.0180091373286751,0.00542004837409298,0.0445331900026875
"2020-01-24",0.102372713791399,0.269911023232822,0.466139396935245,0.00111122095897182,0.00936233316856154,0,0.0218754325259516,0.0259139891250618,0.0357380128521997,0.0110766188828473,0.04646070192783
"2020-01-25",0.138161057692307,0.235160256410256,0.48036858974359,0,0.0106947115384615,0.000720352564102564,0.0251001602564102,0.017505608974359,0.0263229166666667,0.00404967948717949,0.0419350961538461
"2020-01-26",0.138507355579476,0.217369931826337,0.480086114101184,0.000696088984571223,0.0146659490491568,0.000521707929673484,0.022232508073197,0.0198306422676713,0.0229494079655544,0.00515751704341586,0.0525697883028346
"2020-01-27",0.124293445580277,0.217734215273602,0.478051713770295,0.00249308478653037,0.0116550811785929,0.000772339146121467,0.0237702946482261,0.0150727600721587,0.0177695730607336,0.00799591100420927,0.0423757065544197
"2020-01-28",0.129721552140052,0.199647115583432,0.483010545178855,0.00207347163829347,0.0096213384795644,0.000878075677165897,0.0217022537735199,0.012919705010683,0.0164313184919705,0.00551602453649459,0.0410144048521608
"2020-01-29",0.120709303007211,0.20676065420013,0.485960490063896,0.00236156867342752,0.0104940500615511,0.00129444867811712,0.0204401195849699,0.0130233894132129,0.0135689079078492,0.00443355413564688,0.0445240635441701
"2020-01-30",0.127624670184697,0.197445250659631,0.489050131926121,0.00306094986807388,0.0116085751978892,0.000696833773087071,0.0219488126649077,0.0123192612137203,0.0147803430079156,0.00567704485488126,0.0412163588390502
"2020-01-31",0.130157208088715,0.198968688845403,0.470123939986954,0.00324018264840183,0.0121080234833659,0.000805870841487279,0.0172664057403784,0.0146478799739074,0.0136247879973907,0.00656607958251793,0.0415238095238094
"2020-02-01",0.11116673084328,0.20809973045822,0.484020023103581,0.00578898729303042,0.00898421255294571,0.00100192529842126,0.0179287639584136,0.0127135155949172,0.0195614170196381,0.00748093954562957,0.0428263380824028
"2020-02-02",0.148509743981659,0.203947267863967,0.469086740542606,0.0020958349254872,0.00989713412304165,0.000669927397783722,0.0182188765762324,0.0147145586549484,0.0129826518914788,0.0050274359954146,0.0352145204432557
"2020-02-03",0.124844979919679,0.201872556894246,0.477001338688086,0.00330987951807229,0.00971512717536815,0.000563962516733601,0.0221697456492638,0.0133825970548862,0.0122398929049531,0.00759314591700133,0.0414734136546185
"2020-02-04",0.122849575751632,0.206786502525875,0.482318897444701,0.00235116974839374,0.0125078228456521,0.000312717641865712,0.0232110451714159,0.0142827014566678,0.0139702780911275,0.00816597184756485,0.042565697189661
"2020-02-05",0.13110758334351,0.21806508731225,0.478507754304555,0.0024385150812065,0.0121732812309195,0.000989375992184638,0.0209382097936256,0.0126669923067529,0.0133067529612895,0.00681255342532666,0.040521675418244
"2020-02-06",0.145277511961722,0.202988380041012,0.477101845522898,0.00188981544771018,0.0105223513328776,0.0004946001367054,0.0229331510594669,0.013647983595352,0.0138434723171565,0.00515857826384142,0.0430351332877647
"2020-02-07",0.121107460234486,0.209668434022851,0.476215368531103,0.00491389739377194,0.0102500186692555,0.000981853483683071,0.0220579493689792,0.0136594727802255,0.0155561197819431,0.00848898513927265,0.0440851318049435
"2020-02-08",0.128658185673179,0.24130395274875,0.47099803119794,0.00208844464637286,0.00687202786612146,0.000790549750113585,0.0241154020899591,0.0201980917764652,0.0227193699833409,0.00791640163562018,0.0423976980160534
"2020-02-09",0.13287224902518,0.203648139580993,0.468640539290199,0.00273385764324896,0.0104984468970987,0.00120243209305399,0.0223312404996366,0.0164533738682175,0.0170323177582446,0.00855065759037736,0.0440708479280946
"2020-02-10",0.13738555598013,0.194680932365303,0.480473824990447,0.00348047382499045,0.0105367978601452,0.00140206343141001,0.0174607565915171,0.0147370271303018,0.0121149407718762,0.00608467711119603,0.0499437523882306
"2020-02-11",0.131400988569663,0.190125115848006,0.487951807228916,0.00229996910719802,0.0123300895891257,0.000421068890948409,0.0216138399752858,0.0133027494593759,0.0107788075378437,0.00672489959839357,0.0450554525795489
"2020-02-12",0.138282585726635,0.196520987417153,0.483623090961483,0.00309441936413409,0.0110631063298434,0.000345211795216598,0.0185096532513688,0.0142399385265584,0.0122462779752185,0.00670732878686005,0.041903563538565
"2020-02-13",0.131455490975834,0.19479779749159,0.490547568063628,0.00263603548485776,0.0118434995411441,0.000659651269501377,0.0194866931783421,0.0148583664729275,0.0118120526154787,0.00682361578464361,0.0398446007953504
"2020-02-14",0.142544260193863,0.193763518385003,0.470559961547705,0.0019897460546343,0.0123497556677081,0.00100152207001522,0.0165763037731315,0.0128222382440118,0.0128980213089802,0.00441945045261556,0.0453785147801009
"2020-02-15",0.12076204344133,0.212321320228127,0.495206892367431,0.00202208469845893,0.0114236136391215,0.000792622254580755,0.0196391214658415,0.0181727945637665,0.0201856570804515,0.00552020385875501,0.0415097682320106
"2020-02-16",0.138001874707077,0.208889236056866,0.489298547102015,0.00182612091860647,0.0114649273551008,0.000950788939228245,0.0211548195594439,0.020149664114982,0.0148654897672239,0.00724699265739728,0.0469211060771754
"2020-02-17",0.135055967437127,0.204987643552842,0.476159325483355,0.00326689925861317,0.0104723070213694,0.000770315452827446,0.0201852013374037,0.0132307021369385,0.0187021369385085,0.00762436400639627,0.0502199447594125
"2020-02-18",0.109840602990239,0.208436302977883,0.481589027554677,0.00256555047571976,0.0117532435438033,0.000776102804893117,0.0190872358828617,0.012147411343136,0.0169767700481898,0.00769430371926356,0.0445956999876435
"2020-02-19",0.126803885291397,0.213231795956127,0.480903924937227,0.00195731465574204,0.0130792916611603,0.000416941984934584,0.0224174705960089,0.0145151314920047,0.0161395533236421,0.00704916082991938,0.0415652173913044
"2020-02-20",0.13320541005544,0.205801949913976,0.49526859109157,0.00184706557063659,0.0103744025998853,0.0007555916650736,0.0200879372968839,0.0167074173198241,0.0159950296310457,0.00768715350793348,0.044551902121965
"2020-02-21",0.12927730097662,0.207125776857059,0.496419058893164,0.00106694288250962,0.00790955904113643,0.000369813554306008,0.0196717372003551,0.0205522343888725,0.0141927197395679,0.00851790470553418,0.0445091447173717
"2020-02-22",0.109596163553761,0.247339727410399,0.493690055527511,0,0.00482685512367491,0,0.0187380111055023,0.0288389702170621,0.0287703180212014,0.00990610802624936,0.0429207470974256
"2020-02-23",0.133343167590128,0.219806792832987,0.485032740879326,0.00294934158451464,0.00932388285241418,0.000579117795207599,0.0167595884003741,0.0175830035259408,0.0151029718644312,0.00719068863783549,0.0486730949125708
